"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-62.28","82.52","ALERT","2400300","2005-11","2005","11","-21.5","","-29.0","","-25.3","","-15.4","","-35.4","","","","","","5.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-12","2005","12","-22.4","","-29.5","","-26.0","","-15.5","","-36.5","","","","","","12.8","","23","","","","",""
"-62.28","82.52","ALERT","2400300","2006-01","2006","01","-24.0","","-30.1","","-27.1","","-15.0","","-38.5","","","","","","21.8","","26","","","","",""
"-62.28","82.52","ALERT","2400300","2006-02","2006","02","-28.4","","-37.1","","-32.8","","-1.9","","-43.2","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-03","2006","03","-25.5","","-35.7","","-30.6","","-7.7","","-45.2","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-04","2006","04","-17.8","","-27.3","","-22.6","","-7.4","","-35.0","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-05","2006","05","-5.7","","-12.2","","-9.0","","2.2","","-22.1","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-06","2006","06","1.2","","-3.2","","-1.0","","7.2","","-8.3","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-07","2006","07","6.8","I","0.8","I","3.9","I","15.8","I","-1.7","I","","","","","0.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2006-08","2006","08","2.2","","-3.3","","-0.6","","11.4","","-11.4","","","","","","0.0","","","M","","","",""
"-62.28","82.52","ALERT","2400300","2006-09","2006","09","-3.0","","-8.4","","-5.7","","4.5","","-25.7","","","","","","0.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2006-10","2006","10","-16.4","I","-25.1","I","-20.8","I","-12.0","I","-27.3","I","","","","","0.0","","","","","","",""
